,Action,Transaction Date,Time,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result of Sell,Currency (Result),Total (GBP),Currency (Total),Total USD,Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Stamp duty reserve tax,Currency (Stamp duty reserve tax),Price / Share (GBP)
2693,Market sell,2023-11-16,20:58:49,QCOM,Qualcomm,5.0,128.74,USD,1.24092,-11.75,GBP,517.95,GBP,,,,,,,,103.7456080972182
2694,Interest on cash,2023-11-16,22:02:18,,,,,,,,,0.03,GBP,,,,0.03,GBP,,,
2695,Market buy,2023-11-17,14:30:00,HRZN,Horizon Technology Finance,18.0,12.07,USD,1.24139,,GBP,175.27,GBP,,,,,,,,9.722971829964798
2696,Market buy,2023-11-17,14:30:03,CAT,Caterpillar,1.0,250.78,USD,1.24147,,GBP,202.3,GBP,,,,,,,,202.0024648199312
2697,Market buy,2023-11-17,14:30:03,INTU,Intuit,1.0,556.61,USD,1.24142,,GBP,449.04,GBP,,,,,,,,448.3655813503891
2698,Market buy,2023-11-17,14:30:04,MCO,Moody's,2.0,355.0,USD,1.24154,,GBP,572.73,GBP,,,,,,,,285.93520949788166
2699,Market buy,2023-11-17,14:30:04,CAT,Caterpillar,1.0,250.78,USD,1.24149,,GBP,202.3,GBP,,,,,,,,201.9992106259414
2700,Market buy,2023-11-17,14:30:05,UNH,UnitedHealth,0.9865992,541.07,USD,1.24153,,GBP,430.61,GBP,,,,,,,,435.80904206905996
2701,Market buy,2023-11-17,14:30:06,HD,Home Depot,1.0,308.4,USD,1.24158,,GBP,248.76,GBP,,,,,,,,248.3931764364761
2702,Market buy,2023-11-17,14:30:06,UNH,UnitedHealth,0.0134008,540.62,USD,1.24152,,GBP,5.85,GBP,,,,,,,,435.4500934338553
2703,Market buy,2023-11-17,14:30:07,CWEN/A,Clearway Energy,20.0,21.43,USD,1.24148,,GBP,345.75,GBP,,,,,,,,17.261655443502917
2704,Market buy,2023-11-17,14:44:44,AMAT,Applied Materials,2.0,147.35,USD,1.24141,,GBP,237.75,GBP,,,,,,,,118.69567669021517
2705,Market buy,2023-11-17,14:47:15,HD,Home Depot,1.0,307.3,USD,1.24148,,GBP,247.9,GBP,,,,,,,,247.52714502045947
2706,Market buy,2023-11-17,14:50:54,DLR,Digital Realty Trust,1.0,134.6,USD,1.24144,,GBP,108.58,GBP,,,,,,,,108.42247712334063
2707,Market buy,2023-11-17,14:52:17,HRZN,Horizon Technology Finance,10.0,12.07,USD,1.24151,,GBP,97.37,GBP,,,,,,,,9.72203204162673
2708,Dividend,2023-11-17,15:21:19,COST,Costco Wholesale,4.0,0.87,USD,,,,2.79,GBP,,0.61,USD,,,,,
2709,Market buy,2023-11-17,14:30:08,AMAT,Applied Materials,1.0,142.39,USD,1.24152,,GBP,114.86,GBP,,,,,,,,114.69005734905599
2710,Market buy,2023-11-17,14:30:09,SPGI,S&P Global,1.0,405.0,USD,1.24148,,GBP,326.71,GBP,,,,,,,,326.22353964622874
2711,Market buy,2023-11-17,14:59:47,AOS,A O Smith,0.795645,76.33,USD,1.24183,,GBP,48.97,GBP,,,,,,,,61.46574007714421
2712,Market buy,2023-11-17,14:59:48,AOS,A O Smith,0.204355,76.34,USD,1.24182,,GBP,12.58,GBP,,,,,,,,61.47428773896379
2713,Market buy,2023-11-17,15:00:17,OHI,Omega Healthcare Investors,2.0,31.78,USD,1.2419,,GBP,51.26,GBP,,,,,,,,25.589822046863677
2714,Dividend,2023-11-17,15:21:19,COST,Costco Wholesale,10.0,0.87,USD,,,,6.98,GBP,,1.53,USD,,,,,
2715,Dividend,2023-11-20,13:19:28,CAT,Caterpillar,2.0,1.11,USD,,,,1.77,GBP,,0.39,USD,,,,,
2716,Dividend,2023-11-20,13:19:28,CAT,Caterpillar,24.0,1.11,USD,,,,21.24,GBP,,4.68,USD,,,,,
2717,Interest on cash,2023-11-21,22:02:06,,,,,,,,,0.01,GBP,,,,0.01,GBP,,,
2718,Interest on cash,2023-11-21,22:01:59,,,,,,,,,0.01,GBP,,,,0.01,GBP,,,
2719,Dividend,2023-11-22,13:46:45,WELL,Welltower,1.0,0.52,USD,,,,0.41,GBP,,0.09,USD,,,,,
2720,Dividend,2023-11-22,13:46:45,WELL,Welltower,72.0,0.52,USD,,,,29.78,GBP,,6.59,USD,,,,,
2721,Interest on cash,2023-11-24,22:02:22,,,,,,,,,0.01,GBP,,,,0.01,GBP,,,
2722,Interest on cash,2023-11-26,22:02:04,,,,,,,,,0.01,GBP,,,,0.01,GBP,,,
2723,Market sell,2023-11-27,16:51:04,NKE,Nike,20.0,107.87,USD,1.26082,-192.83,GBP,1708.53,GBP,,,,,,,,85.55543217905807
2724,Market buy,2023-11-27,16:52:50,INTU,Intuit,1.0,563.96,USD,1.26077,,GBP,447.98,GBP,,,,,,,,447.31394306653874
2725,Market buy,2023-11-27,16:54:02,CAT,Caterpillar,0.8658132,247.42,USD,1.26078,,GBP,170.16,GBP,,,,,,,,196.24359523469596
2726,Market buy,2023-11-27,16:54:03,CAT,Caterpillar,0.1341868,247.4,USD,1.26078,,GBP,26.37,GBP,,,,,,,,196.22773203889656
2727,Market buy,2023-11-27,16:55:06,ADBE,Adobe,1.0,623.28,USD,1.26082,,GBP,495.08,GBP,,,,,,,,494.34495011183196
2728,Market buy,2023-11-27,16:56:10,V,Visa,1.0,253.91,USD,1.26106,,GBP,201.65,GBP,,,,,,,,201.34648628931214
2729,Market buy,2023-11-27,16:56:23,MA,Mastercard,1.0,410.0,USD,1.26117,,GBP,325.58,GBP,,,,,,,,325.09495151327735
2730,Market buy,2023-11-27,16:59:43,GMRE,Global Medical REIT,10.0,9.86,USD,1.261,,GBP,78.31,GBP,,,,,,,,7.81919111816019
2731,Market sell,2023-11-28,14:57:49,ICE,Intercontinental Exchange,18.0,113.03,USD,1.26519,135.09,GBP,1605.67,GBP,,,,,,0.01,,89.33836024628712
2732,Market buy,2023-11-28,14:58:24,CWEN,Clearway Energy,10.0,24.77,USD,1.2652,,GBP,196.07,GBP,,,,,,,,19.577932342712614
2733,Market buy,2023-11-28,15:00:33,MCO,Moody's,1.0,359.89,USD,1.26516,,GBP,284.89,GBP,,,,,,,,284.4620443264093
2734,Market buy,2023-11-28,15:01:27,CAT,Caterpillar,1.0,246.96,USD,1.26514,,GBP,195.49,GBP,,,,,,,,195.20369287193515
2735,Market buy,2023-11-28,15:02:31,AMAT,Applied Materials,3.0,148.26,USD,1.26511,,GBP,352.1,GBP,,,,,,,,117.19139047197477
2736,Market buy,2023-11-28,15:03:46,ABBV,AbbVie,2.0,139.18,USD,1.26557,,GBP,220.28,GBP,,,,,,,,109.97416184011946
2737,Market buy,2023-11-28,15:04:56,CWEN,Clearway Energy,10.0,24.99,USD,1.26659,,GBP,197.6,GBP,,,,,,,,19.730141561199755
2738,Market buy,2023-11-28,15:07:05,AAPL,Apple,1.0,189.94,USD,1.26659,,GBP,150.18,GBP,,,,,,,,149.96170820865473
2739,Deposit,2023-11-29,10:04:28,,,,,,,,,1100.0,GBP,,,,1100,GBP,,,
2740,Market sell,2023-11-29,14:30:02,ICE,Intercontinental Exchange,4.9322,112.61,USD,1.26935,-1.88,GBP,436.9,GBP,,,,,,,,88.71469649820774
2741,Market buy,2023-11-29,14:30:03,ADBE,Adobe,1.0,627.0,USD,1.2692,,GBP,494.75,GBP,,,,,,,,494.01197604790417
2742,Market buy,2023-11-29,14:30:04,CWEN/A,Clearway Energy,6.0,24.65,USD,1.26922,,GBP,116.7,GBP,,,,,,,,19.421376908652558
2743,Market buy,2023-11-29,14:30:04,VICI,VICI Properties,8.0,29.54,USD,1.26923,,GBP,186.47,GBP,,,,,,,,23.273953499365756
2744,Market buy,2023-11-29,14:30:05,V,Visa,1.0,254.15,USD,1.26923,,GBP,200.54,GBP,,,,,,,,200.23951529667593
2745,Market sell,2023-11-29,14:30:05,ICE,Intercontinental Exchange,0.0678,112.72,USD,1.26938,-0.02,GBP,6.01,GBP,,,,,,,,88.79925632986182
2746,Market buy,2023-11-29,14:58:11,UNH,UnitedHealth,1.0,534.05,USD,1.27006,,GBP,421.12,GBP,,,,,,,,420.49194526242854
2747,Market buy,2023-11-29,15:56:21,AMAT,Applied Materials,1.0,151.78,USD,1.26963,,GBP,119.73,GBP,,,,,,,,119.54663957215881
2748,Dividend,2023-11-30,15:48:15,LTC,LTC Properties,25.0,0.16,USD,,,,3.18,GBP,,0.71,USD,,,,,
2749,Dividend,2023-11-30,15:48:15,LTC,LTC Properties,165.0,0.16,USD,,,,20.98,GBP,,4.7,USD,,,,,
2750,Interest on cash,2023-11-30,22:02:12,,,,,,,,,0.01,GBP,,,,0.01,GBP,,,
2751,Dividend,2023-12-01,15:01:29,V,Visa,12.0,0.44,USD,,,,4.19,GBP,,0.94,USD,,,,,
2752,Market sell,2023-12-01,15:17:24,SCI,Service Corp International,14.0,61.0,USD,1.26297,102.45,GBP,675.16,GBP,,,,,,0.01,,48.298851120770884
2753,Market buy,2023-12-01,15:19:52,UNH,UnitedHealth,1.0,552.74,USD,1.26405,,GBP,437.94,GBP,,,,,,,,437.2770064475298
2754,Market buy,2023-12-01,15:21:40,AMAT,Applied Materials,2.0,149.21,USD,1.26386,,GBP,236.47,GBP,,,,,,,,118.05896222682892
2755,Interest on cash,2023-12-01,22:01:43,,,,,,,,,0.01,GBP,,,,0.01,GBP,,,
2756,Dividend,2023-12-01,15:01:29,V,Visa,10.0,0.44,USD,,,,3.49,GBP,,0.78,USD,,,,,
2757,Market buy,2023-12-01,19:53:55,GMRE,Global Medical REIT,6.0,10.25,USD,1.26966,,GBP,48.51,GBP,,,,,,,,8.07302742466487
2758,Market sell,2023-12-05,14:30:06,OHI,Omega Healthcare Investors,14.93,31.4,USD,1.26217,16.12,GBP,370.86,GBP,,,,,,,,24.877789838135907
2759,Market sell,2023-12-05,14:30:08,OHI,Omega Healthcare Investors,9.07,31.4,USD,1.26213,9.8,GBP,225.31,GBP,,,,,,,,24.878578276405758
2760,Market buy,2023-12-05,14:43:16,DLR,Digital Realty Trust,3.0,137.21,USD,1.26174,,GBP,326.73,GBP,,,,,,,,108.74665144958549
2761,Market buy,2023-12-05,14:46:03,VICI,VICI Properties,5.0,30.35,USD,1.26007,,GBP,120.61,GBP,,,,,,,,24.085963478219465
2762,Market buy,2023-12-05,14:47:52,AMAT,Applied Materials,1.0,145.86,USD,1.26126,,GBP,115.82,GBP,,,,,,,,115.64625850340137
2763,Interest on cash,2023-12-08,5:18:48,,,,,,,,,0.01,GBP,,,,0.01,GBP,,,
2764,Interest on cash,2023-12-09,22:01:49,,,,,,,,,0.01,GBP,,,,0.01,GBP,,,
2765,Interest on cash,2023-12-10,22:02:17,,,,,,,,,0.01,GBP,,,,0.01,GBP,,,
2766,Dividend,2023-12-11,14:32:47,TGT,Target,33.0,0.94,USD,,,,24.6,GBP,,5.45,USD,,,,,
2767,Dividend,2023-12-12,8:52:43,UNH,UnitedHealth,7.0,1.6,USD,,,,8.89,GBP,,1.97,USD,,,,,
2768,Dividend,2023-12-12,9:00:56,SPGI,S&P Global,3.0,0.77,USD,,,,1.82,GBP,,0.41,USD,,,,,
2769,Dividend,2023-12-12,8:52:43,UNH,UnitedHealth,9.0,1.6,USD,,,,11.43,GBP,,2.54,USD,,,,,
2770,Dividend,2023-12-12,9:00:56,SPGI,S&P Global,17.0,0.77,USD,,,,10.34,GBP,,2.3,USD,,,,,
2771,Interest on cash,2024-01-01,22:02:23,,,,,,,,,0.01,GBP,,,,,,,,
2772,Deposit,2024-01-04,11:54:57,,,,,,,,,0.13,GBP,,,,,,,,
2773,Dividend,2024-01-04,12:34:34,VICI,VICI Properties,42.0,0.35,USD,,,,11.7,GBP,,2.61,USD,,,,,
2774,Deposit,2024-01-04,13:47:02,,,,,,,,,150.0,GBP,,,,,,,,
2775,Market buy,2024-01-04,14:04:00,AAPL,Apple,1.0,182.0,USD,1.26758,,GBP,143.8,GBP,,,,,,,,143.5806812982218
2776,Market buy,2024-01-04,14:27:46,GMRE,Global Medical REIT,5.0,10.89,USD,1.26657,,GBP,43.05,GBP,,,,,,,,8.598024586086833
2777,Interest on cash,2024-01-04,22:02:36,,,,,,,,,0.01,GBP,,,,,,,,
2778,Market buy,2024-01-04,14:27:46,GMRE,Global Medical REIT,5.0,10.89,USD,1.26657,,GBP,43.05,GBP,,,,,,,,8.598024586086833
2779,Withdrawal,2024-01-04,11:54:57,,,,,,,,,0.0,GBP,,,,,,,,
2780,Dividend,2024-01-04,12:34:34,VICI,VICI Properties,258.0,0.35,USD,,,,71.85,GBP,,16.06,USD,,,,,
2781,Interest on cash,2024-01-05,22:02:29,,,,,,,,,0.01,GBP,,,,,,,,
2782,Dividend,2024-01-08,13:17:33,MRK,Merck & Co,22.0,0.65,USD,,,,11.33,GBP,,2.54,USD,,,,,
2783,Dividend,2024-01-08,13:17:33,MRK,Merck & Co,24.0,0.65,USD,,,,12.36,GBP,,2.77,USD,,,,,
2784,Interest on cash,2024-01-09,22:02:07,,,,,,,,,0.01,GBP,,,,,,,,
2785,Dividend,2024-01-09,8:59:48,GMRE,Global Medical REIT,464.09373,0.18,USD,,,,65.0,GBP,,14.62,USD,,,,,
2786,Dividend,2024-01-09,8:59:48,GMRE,Global Medical REIT,362.0,0.18,USD,,,,50.7,GBP,,11.4,USD,,,,,
2787,Interest on cash,2024-01-09,22:02:18,,,,,,,,,0.01,GBP,,,,,,,,
2788,Interest on cash,2024-01-10,22:02:34,,,,,,,,,0.01,GBP,,,,,,,,
2789,Interest on cash,2024-01-10,22:02:08,,,,,,,,,0.01,GBP,,,,,,,,
2790,Dividend,2024-01-12,13:12:32,O,Realty Income,37.0,0.22,USD,,,,6.32,GBP,,1.42,USD,,,,,
2791,Dividend,2024-01-12,13:22:09,COST,Costco Wholesale,5.0,12.75,USD,,,,49.91,GBP,,11.25,USD,,,,,
2792,Deposit,2024-01-12,15:31:18,,,,,,,,,250.0,GBP,,,,,,,,
2793,Market buy,2024-01-12,15:40:19,MCO,Moody's,1.0,377.04,USD,1.27693,,GBP,295.71,GBP,,,,,,,,295.27068829144906
2794,Market buy,2024-01-12,15:44:11,HRZN,Horizon Technology Finance,10.0,13.68,USD,1.27671,,GBP,107.31,GBP,,,,,,,,10.715041003830157
2795,Interest on cash,2024-01-12,22:02:04,,,,,,,,,0.01,GBP,,,,,,,,
2796,Dividend,2024-01-12,13:12:32,O,Realty Income,141.0,0.22,USD,,,,24.07,GBP,,5.42,USD,,,,,
2797,Dividend,2024-01-12,13:22:09,COST,Costco Wholesale,11.0,12.75,USD,,,,109.79,GBP,,24.75,USD,,,,,
2798,Market buy,2024-01-12,15:35:55,AAPL,Apple,1.0,185.78,USD,1.2778,,GBP,145.61,GBP,,,,,,,,145.39051494756612
2799,Market buy,2024-01-12,15:38:26,VICI,VICI Properties,3.0,31.22,USD,1.27723,,GBP,73.44,GBP,,,,,,,,24.44352230999898
2800,Interest on cash,2024-01-12,22:02:10,,,,,,,,,0.01,GBP,,,,,,,,
2801,Dividend,2024-01-16,14:17:16,HRZN,Horizon Technology Finance,59.0,0.09,USD,,,,4.35,GBP,,0.97,USD,,,,,
2802,Dividend,2024-01-16,14:17:16,HRZN,Horizon Technology Finance,551.0,0.09,USD,,,,40.63,GBP,,9.09,USD,,,,,
2803,Interest on cash,2024-01-17,22:02:25,,,,,,,,,0.01,GBP,,,,,,,,
2804,Dividend,2024-01-18,10:41:52,INTU,Intuit,4.0,0.77,USD,,,,2.41,GBP,,0.54,USD,,,,,
2805,Dividend,2024-01-18,10:41:52,INTU,Intuit,12.0,0.77,USD,,,,7.24,GBP,,1.62,USD,,,,,
2806,Dividend,2024-01-19,9:26:34,DLR,Digital Realty Trust,1.0,1.04,USD,,,,0.82,GBP,,0.18,USD,,,,,
2807,Dividend,2024-01-19,9:26:34,DLR,Digital Realty Trust,61.0,1.04,USD,,,,49.81,GBP,,11.16,USD,,,,,
2808,Interest on cash,2024-01-19,22:02:27,,,,,,,,,0.01,GBP,,,,,,,,
2809,Interest on cash,2024-01-20,22:02:01,,,,,,,,,0.01,GBP,,,,,,,,
2810,Interest on cash,2024-01-20,22:02:07,,,,,,,,,0.01,GBP,,,,,,,,
2811,Deposit,2024-01-22,11:00:06,,,,,,,,,200.0,GBP,,,,,,,,
2812,Market buy,2024-01-22,15:26:30,AAPL,Apple,1.0,194.89,USD,1.27304,,GBP,153.32,GBP,,,,,,,,153.09024068371772
2813,Deposit,2024-01-22,15:32:08,,,,,,,,,600.0,GBP,,,,,,,,
2814,Market buy,2024-01-22,15:33:59,SPGI,S&P Global,0.40726,444.99,USD,1.27248,,GBP,142.63,GBP,,,,,,,,349.70294228592985
2815,Market buy,2024-01-22,15:34:00,SPGI,S&P Global,0.59274,445.17,USD,1.27246,,GBP,207.68,GBP,,,,,,,,349.84989704980904
2816,Market buy,2024-01-22,15:36:14,AAPL,Apple,1.0,194.94,USD,1.27228,,GBP,153.45,GBP,,,,,,,,153.22098909045178
2817,Market buy,2024-01-22,15:39:25,VICI,VICI Properties,6.0,30.87,USD,1.27255,,GBP,145.77,GBP,,,,,,,,24.258378845624925
2818,Market sell,2024-01-22,12:51:09,ADBE,Adobe,3.0,617.85,USD,1.27206,3.25,GBP,1454.93,GBP,,,,,,,,485.7082213103156
2819,Market buy,2024-01-22,15:23:22,GOOGL,Alphabet (Class A),10.0,147.58,USD,1.27294,,GBP,1161.1,GBP,,,,,,,,115.93633635520922
2820,Market buy,2024-01-22,15:24:35,GOOGL,Alphabet (Class A),3.0,147.53,USD,1.27283,,GBP,348.24,GBP,,,,,,,,115.90707321480481
2821,Market buy,2024-01-22,15:41:12,VICI,VICI Properties,2.0,30.85,USD,1.27242,,GBP,48.56,GBP,,,,,,,,24.245139183602898
2822,Market sell,2024-01-24,11:39:41,ADBE,Adobe,3.0,601.5,USD,1.27406,-37.54,GBP,1414.21,GBP,,,,,,,,472.11277333877524
2823,Market buy,2024-01-24,14:56:39,NFLX,Netflix,3.0,559.0,USD,1.2745,,GBP,1317.77,GBP,,,,,,,,438.6033738721067
2824,Interest on cash,2024-01-24,22:02:21,,,,,,,,,0.01,GBP,,,,,,,,
2825,Market sell,2024-01-25,18:40:57,ADBE,Adobe,1.0,622.29,USD,1.26997,5.37,GBP,489.27,GBP,,,,,,,,490.0037008748238
2826,Market buy,2024-01-25,18:45:09,NFLX,Netflix,1.0,553.77,USD,1.26996,,GBP,436.7,GBP,,,,,,,,436.05310403477273
2827,Market buy,2024-01-25,18:47:25,HRZN,Horizon Technology Finance,10.0,13.18,USD,1.26999,,GBP,103.94,GBP,,,,,,,,10.378034472712384
2828,Interest on cash,2024-01-26,22:02:45,,,,,,,,,0.01,GBP,,,,,,,,
2829,Interest on cash,2024-01-28,22:02:12,,,,,,,,,0.01,GBP,,,,,,,,
2830,Interest on cash,2024-01-28,22:02:16,,,,,,,,,0.01,GBP,,,,,,,,
2831,Deposit,2024-01-29,17:35:23,,,,,,,,,500.0,GBP,,,,,,,,
2832,Market buy,2024-01-29,17:44:36,O,Realty Income,7.0,54.95,USD,1.26855,,GBP,303.67,GBP,,,,,,,,43.31717315044736
2833,Market buy,2024-01-29,17:50:34,VICI,VICI Properties,8.0,30.25,USD,1.26834,,GBP,191.09,GBP,,,,,,,,23.850071747323273
2834,Deposit,2024-01-30,11:12:25,,,,,,,,,1100.0,GBP,,,,,,,,
2835,Market buy,2024-01-30,12:00:01,UNH,UnitedHealth,1.0,506.49,USD,1.26774,,GBP,400.12,GBP,,,,,,,,399.521984003029
2836,Market buy,2024-01-30,14:20:01,AMT,American Tower,4.0,200.62,USD,1.26836,,GBP,633.64,GBP,,,,,,,,158.17275852281688
2837,Market sell,2024-01-30,20:47:38,FSLY,Fastly,16.0,21.32,USD,1.26937,-536.02,GBP,268.33,GBP,,,,,,,,16.795733316527095
2838,Market buy,2024-01-30,20:53:06,AAPL,Apple,2.0,187.99,USD,1.26917,,GBP,296.68,GBP,,,,,,,,148.12042515975008
2839,Dividend,2024-01-31,13:51:34,LTC,LTC Properties,25.0,0.16,USD,,,,3.18,GBP,,0.71,USD,,,,,
2840,Interest on cash,2024-01-31,22:02:31,,,,,,,,,0.01,GBP,,,,,,,,
2841,Dividend,2024-01-31,13:51:34,LTC,LTC Properties,165.0,0.16,USD,,,,21.02,GBP,,4.7,USD,,,,,
2842,Market buy,2024-01-31,14:51:51,HRZN,Horizon Technology Finance,4.0,13.27,USD,1.2732,,GBP,41.75,GBP,,,,,,,,10.422557335846685
2843,Dividend,2024-02-01,10:29:40,AMT,American Tower,11.0,1.45,USD,,,,12.55,GBP,,2.81,USD,,,,,
2844,Market buy,2024-02-01,20:50:31,HRZN,Horizon Technology Finance,8.0,13.2,USD,1.27443,,GBP,82.98,GBP,,,,,,,,10.35757162025376
2845,Dividend,2024-02-01,10:29:40,AMT,American Tower,33.0,1.45,USD,,,,37.64,GBP,,8.42,USD,,,,,
2846,Interest on cash,2024-02-01,22:02:22,,,,,,,,,0.01,GBP,,,,,,,,
2847,Interest on cash,2024-02-05,22:02:18,,,,,,,,,0.01,GBP,,,,,,,,
2848,Interest on cash,2024-02-05,22:02:20,,,,,,,,,0.01,GBP,,,,,,,,
2849,Interest on cash,2024-02-08,22:01:57,,,,,,,,,0.01,GBP,,,,,,,,
2850,Dividend,2024-02-09,11:08:13,MA,Mastercard,8.0,0.56,USD,,,,3.56,GBP,,0.79,USD,,,,,
2851,Dividend,2024-02-09,11:08:13,MA,Mastercard,8.0,0.56,USD,,,,3.56,GBP,,0.79,USD,,,,,
2852,Deposit,2024-02-12,15:45:25,,,,,,,,,250.0,GBP,,,,,,,,
2853,Market buy,2024-02-12,15:51:31,O,Realty Income,4.70172,52.66,USD,1.26142,,GBP,196.57,GBP,,,,,,,,41.7466030346752
2854,Market buy,2024-02-12,15:51:31,O,Realty Income,0.29828,52.66,USD,1.26164,,GBP,12.47,GBP,,,,,,,,41.739323420310065
2855,Market buy,2024-02-12,15:53:02,VICI,VICI Properties,2.0,29.77,USD,1.26117,,GBP,47.28,GBP,,,,,,,,23.605065137927483
2856,Dividend,2024-02-14,12:49:08,HRZN,Horizon Technology Finance,79.0,0.09,USD,,,,5.86,GBP,,1.3,USD,,,,,
2857,Dividend,2024-02-14,12:49:08,HRZN,Horizon Technology Finance,553.0,0.09,USD,,,,41.02,GBP,,9.12,USD,,,,,
2858,Dividend,2024-02-15,12:09:39,OHI,Omega Healthcare Investors,44.0,0.57,USD,,,,19.94,GBP,,4.42,USD,,,,,
2859,Dividend,2024-02-15,12:16:11,ABBV,AbbVie,11.0,1.32,USD,,,,11.53,GBP,,2.56,USD,,,,,
2860,Dividend,2024-02-15,12:22:53,O,Realty Income,44.0,0.22,USD,,,,7.63,GBP,,1.69,USD,,,,,
2861,Dividend,2024-02-15,12:24:09,AOS,A O Smith,4.0,0.27,USD,,,,0.87,GBP,,0.19,USD,,,,,
2862,Dividend,2024-02-15,12:30:21,AAPL,Apple,18.0,0.2,USD,,,,2.92,GBP,,0.65,USD,,,,,
2863,Market buy,2024-02-15,12:47:23,VICI,VICI Properties,2.0,29.5,USD,1.25558,,GBP,47.06,GBP,,,,,,,,23.49511779416684
2864,Dividend,2024-02-15,12:09:39,OHI,Omega Healthcare Investors,156.0,0.57,USD,,,,70.7,GBP,,15.68,USD,,,,,
2865,Market buy,2024-02-15,12:14:41,O,Realty Income,2.0,51.77,USD,1.25457,,GBP,82.65,GBP,,,,,,,,41.265134667655055
2866,Market buy,2024-02-15,12:15:09,HRZN,Horizon Technology Finance,6.0,13.27,USD,1.25464,,GBP,63.56,GBP,,,,,,,,10.576739144296372
2867,Dividend,2024-02-15,12:16:11,ABBV,AbbVie,39.0,1.32,USD,,,,40.89,GBP,,9.07,USD,,,,,
2868,Dividend,2024-02-15,12:22:53,O,Realty Income,141.0,0.22,USD,,,,24.47,GBP,,5.42,USD,,,,,
2869,Dividend,2024-02-15,12:24:09,AOS,A O Smith,77.0,0.27,USD,,,,16.67,GBP,,3.7,USD,,,,,
2870,Dividend,2024-02-15,12:30:21,AAPL,Apple,35.0,0.2,USD,,,,5.68,GBP,,1.26,USD,,,,,
2871,Market buy,2024-02-15,12:43:32,O,Realty Income,2.0,51.75,USD,1.25545,,GBP,82.56,GBP,,,,,,,,41.22027958102672
2872,Dividend,2024-02-16,10:02:18,COST,Costco Wholesale,5.0,0.87,USD,,,,3.45,GBP,,0.77,USD,,,,,
2873,Dividend,2024-02-16,10:02:18,COST,Costco Wholesale,11.0,0.87,USD,,,,7.58,GBP,,1.68,USD,,,,,
2874,Dividend,2024-02-20,11:54:44,CAT,Caterpillar,6.0,1.11,USD,,,,5.27,GBP,,1.17,USD,,,,,
2875,Dividend,2024-02-20,11:54:44,CAT,Caterpillar,28.0,1.11,USD,,,,24.59,GBP,,5.46,USD,,,,,
2876,Deposit,2024-02-27,20:04:17,,,,,,,,,1200.0,GBP,,,,,,,,
2877,Market buy,2024-02-27,20:07:29,AMT,American Tower,0.835422,184.98,USD,1.26783,,GBP,122.07,GBP,,,,,,,,145.9028418636568
2878,Market buy,2024-02-27,20:07:37,AMT,American Tower,1.164578,184.98,USD,1.26779,,GBP,170.17,GBP,,,,,,,,145.9074452393535
2879,Market buy,2024-02-27,20:08:20,AAPL,Apple,1.0,182.72,USD,1.26783,,GBP,144.34,GBP,,,,,,,,144.120268490255
2880,Market buy,2024-02-27,20:11:19,MCO,Moody's,1.0,378.46,USD,1.26795,,GBP,298.93,GBP,,,,,,,,298.48180133286013
2881,Market buy,2024-02-27,20:12:34,SPGI,S&P Global,1.0,428.32,USD,1.26789,,GBP,338.33,GBP,,,,,,,,337.8211043544787
2882,Market buy,2024-02-27,20:13:54,VICI,VICI Properties,5.0,29.5,USD,1.26783,,GBP,116.51,GBP,,,,,,,,23.26810376785531
2883,Market buy,2024-02-27,20:15:06,HRZN,Horizon Technology Finance,3.0,13.06,USD,1.26796,,GBP,30.95,GBP,,,,,,,,10.300009464020947
2884,Market buy,2024-02-27,20:15:52,HRZN,Horizon Technology Finance,1.0,13.06,USD,1.26796,,GBP,10.32,GBP,,,,,,,,10.300009464020947
2885,Dividend,2024-02-29,13:39:48,LTC,LTC Properties,25.0,0.16,USD,,,,3.19,GBP,,0.71,USD,,,,,
2886,Dividend,2024-02-29,13:39:48,LTC,LTC Properties,165.0,0.16,USD,,,,21.04,GBP,,4.7,USD,,,,,
2887,Market buy,2024-02-29,14:58:51,HRZN,Horizon Technology Finance,6.0,12.13,USD,1.26662,,GBP,57.55,GBP,,,,,,,,9.576668614106836
2888,Market sell,2024-03-01,14:29:18,CWEN/A,Clearway Energy,23.156,20.21,USD,1.26263,-117.49,GBP,370.08,GBP,,,,,,,,16.00627262143304
2889,Market sell,2024-03-01,14:29:49,CWEN/A,Clearway Energy,26.844,20.21,USD,1.26243,-136.13,GBP,429.1,GBP,,,,,,,,16.008808409179125
2890,Market buy,2024-03-01,14:34:20,O,Realty Income,6.0,51.4,USD,1.26233,,GBP,244.68,GBP,,,,,,,,40.718354154618844
2891,Dividend,2024-03-01,14:35:37,V,Visa,13.0,0.44,USD,,,,4.55,GBP,,1.01,USD,,,,,
2892,Market buy,2024-03-01,14:37:10,SPGI,S&P Global,1.0,428.25,USD,1.26234,,GBP,339.76,GBP,,,,,,,,339.2509149674414
2893,Market buy,2024-03-01,14:38:17,AAPL,Apple,1.0,180.22,USD,1.26248,,GBP,142.96,GBP,,,,,,,,142.7507762499208
2894,Market buy,2024-03-01,14:40:15,HRZN,Horizon Technology Finance,5.0,11.68,USD,1.26242,,GBP,46.33,GBP,,,,,,,,9.252071418386906
